Report generated on: 03-10-2020 00:03:12
"API","","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.57-1-GBR-TBPD.A","        United Kingdom","","2","2","12","245","768","1082","1568","1621.9672131148","1811.1342465753","2065.0219178082","2291.2602739726","2479.7404371585","2529.6575342466","2539.101369863","2405.9232876712","2232.0491803279","1801.9561643836","1819.9999123288","1797.0010465753","1825.3825136612","1915.1195479452","2374.5479452055","2489.202739726","2567.8442622951","2517.8219178082","2615.6438356164","2684.1917808219","2275.0495464481","2282.3260273973","2291.7260273973","2093.1761917808","1845.3338091672","1648.5432328767","1490.1960575342","1497.9712986301","1391.3714945355","1327.7870931507","1233.186939726","1026.4301369863","888.09181147541","801.29096164384","787.2186","893.26014520548","933.02254371585","910.52328767123","1000.1095890411",""
"INTL.57-1-USA-TBPD.A","        United States","","9207.953","8774.205","8374.737","8131.639","8244.562","8707.441","8551.534","8596.6257568306","8571.5725150685","8648.5343452055","8687.6683972603","8878.9507021858","8971.3779972603","8680.142490411","8348.9780246575","8139.688510929","7613.076709589","7355.3073561644","7416.5451013699","7171.1245245902","6846.6649178082","6661.6273972603","6559.5890410959","6464.5573770492","6451.4356164384","6251.9095890411","5881.4602739726","5821.6010948087","5801.402737589","5744.0767123288","5649.2383561644","5440.9153005464","5183.7123287671","5085.8657863014","5073.8983753425","4999.6692540984","5356.6958712329","5484.2679452055","5666.6192767123","6518.3168879781","7492.8794520548","8786.8656794521","9438.7342547945","8839.2977459016","9351.8303561644","10990.463008219",""
"INTL.57-1-URY-TBPD.A","        Uruguay","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-UZB-TBPD.A","        Uzbekistan","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","36","47","74.997260273973","114.98356164384","114.81967213115","112.60273972603","115.99452054795","101.9397260274","91.338797814208","85","79.432876712329","90.041095890411","81","67.528767123288","58.837945205479","65","62.07650273224","43.453336986301","52.870509589041","58.580821917808","66.262295081967","70","64.380821917808","60.131506849315","52.912568306011","46.068493150685","41.246575342466",""
"INTL.57-1-VUT-TBPD.A","        Vanuatu","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-VEN-TBPD.A","        Venezuela","","3366","2976","2346.2","2294.4","2237.9","2165","2356","2168.3387978142","2101.9808219178","1894.9287671233","1800.9479452055","1798.0601092896","1677.1780821918","1787.0410958904","1751.9506849315","1903","1906.9780821918","2136.9989205479","2374.9984767123","2370.7807312665","2449.9998273973","2588.0109589041","2750.1369863014","2937.9617486339","3279.9534246575","3167.0136986301","2825.6465753425","3155","3010","2603.9452054795","2335.1917808219","2556.9398907104","2564.6575342466","2510.5479452055","2490.301369863","2510","2520","2410","2500","2500","2500","2500","2500","2276.9672131148","2007.301369863","1485.6219178082",""
"INTL.57-1-VNM-TBPD.A","        Vietnam","","","","","","","","","0","0","0","0","0","0","0.8","5","15","32","50","80","106","120","140.50684931507","173.30136986301","175.45081967213","191.2602739726","245.59452054795","290","316","356.74520547945","339.59452054795","352.50684931507","403.2868852459","358","352.99452054795","313.12054794521","301.74590163934","331.08219178082","299.09315068493","302.12876712329","331.04644808743","332.07671232877","306.82739726027","333.44109589041","301.84972677596","271.35342465753","241.93698630137",""
"INTL.57-1-WAK-TBPD.A","        Wake Island","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-ESH-TBPD.A","        Western Sahara","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-YEM-TBPD.A","        Yemen","","","","","","","","","0","0","0","0","0","0","10","20","173","194","193","197","182","220","335.21917808219","344.95890410959","340.43715846995","362.21643835616","388.06849315068","409.15068493151","437.75604918033","440.87208219178","439.35387945205","429.39546575342","404.38119672131","400.14554246575","374.90715342466","318.69213424658","298.32934153005","285.15661917808","279.99657534247","216.38904109589","168.72677595628","130.69863013699","125.00821917808","47.6","21.666666666667","12.260273972603","33.520547945205",""
"INTL.57-1-ZMB-TBPD.A","        Zambia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","natural gas plant liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-WORL-TBPD.A","    World","","","","","","","","","3395.28975","3574.69","3546.8","3523.3","3727.7","3777","3999.9","4111.5","4328.4","4359.4","4522.9","4665.557","4674.6127","4876.522","5376.2246575342","5573.4671232877","5704.5672131148","5843.6273972603","6003.7273972603","6181.88","6376.3977335246","6693.3512432877","6809.2781425779","7058.2976623477","7529.0715876789","7839.1881726027","7996.3973561644","8200.4043589041","8202.8213606557","8335.5630547945","8638.2245808219","8851.4336438356","9211.0031721311","9390.927890411","9836.6755780822","10122.886276712","10313.193688525","10610.112213699","11191.197561644",""
"INTL.58-1-AFG-TBPD.A","        Afghanistan","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ALB-TBPD.A","        Albania","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DZA-TBPD.A","        Algeria","","","","","","","","","36","49","58","56","100","105","120","130","130","130","135","140","140","145","140","145","150","160","175","210","220","250","270","270","265","265","270","260","250","325","340","322","342","300","300","368","349","334.68493150685","317",""
"INTL.58-1-ASM-TBPD.A","        American Samoa","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-AGO-TBPD.A","        Angola","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10.391780821918","22.269164383562","24.485084931507","10","10","10","10","10","12","15","27","28","41.561643835616","63",""
"INTL.58-1-ATA-TBPD.A","        Antarctica","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ATG-TBPD.A","        Antigua and Barbuda","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ARG-TBPD.A","        Argentina","","","","","","","","","13","12","12","8","15","20","31","36","35","27","27","30","30","35","44","42","44","48","50","48","48","48","41","57","64.414","70","77.982005479452","84.004893150685","114","111","110","115","103","104","104","108.51506849315","112.33879781421","101.83835616438","103",""
"INTL.58-1-ARM-TBPD.A","        Armenia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ABW-TBPD.A","        Aruba","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-AUS-TBPD.A","        Australia","","","","","","","","","60","60","52","52","54","65","60","65","67","65","63","61","56","55","55.92602739726","52","62.117486338798","70.868493150685","69.734246575342","71.969863013699","70","74","80","78.821917808219","82.581967213115","89.369863013699","89.265753424658","80.852054794521","72.83606557377","76.975342465753","70.769863013699","61.353424657534","59.918032786885","57.86301369863","58.419178082192","48.854794520548","55.155737704918","51.460273972603","58.832876712329",""
"INTL.58-1-AUT-TBPD.A","        Austria","","","","","","","","","1","1","1","1","1","1","1","0.6","1","1","1","1","0.9","0.8","0.7","0.7","1","0.7","0.9","1","1","2","3.0767123287671","3","3","2","3","3.6684931506849","4","3.9150684931507","4.0767123287671","3.9972602739726","4.0792349726776","1","1","1","0","0","0",""
"INTL.58-1-AZE-TBPD.A","        Azerbaijan","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","9","8","8","7","6","7.2","7","7","6","6","3.6","3.7","4","6","6","4.7563342465753","4.3558825136612","4.1666876712329","4.0559726027397","4.052","3.955368852459","3.8284493150685","3.7599945205479","3.6952273972603","4","3.9150684931507","4.1671232876712",""
"INTL.58-1-BHR-TBPD.A","        Bahrain","","","","","","","","","8","8","8","9","9","6","8","9","9","8","5","5","7","12","13","10","10","11","10","11","10.37","10.3","10.457","10","11","10","11","11","11","11","9","10","11","10","11","11","11","11","11",""
"INTL.58-1-BGD-TBPD.A","        Bangladesh","","","","","","","","","0","0","0","0","0","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2",""
"INTL.58-1-BRB-TBPD.A","        Barbados","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BLR-TBPD.A","        Belarus","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BEL-TBPD.A","        Belgium","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BLZ-TBPD.A","        Belize","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BEN-TBPD.A","        Benin","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BMU-TBPD.A","        Bermuda","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BTN-TBPD.A","        Bhutan","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BOL-TBPD.A","        Bolivia","","","","","","","","","5","4","6","6","6","6","5","4","5","5","5","5","7.1","7.1","7.5","6.3","6.7","8.3","8.6","8.4","9.47","9.53","14.035865865572","12.380689744961","12.377332323747","10.616328767123","10.760698630137","11.277895890411","11.261543715847","11.409591780822","12.628271232877","13.053243835616","14.280081967213","15.613931506849","15.380756164384","15.314350684932","15","14.832876712329","14.580821917808",""
"INTL.58-1-BIH-TBPD.A","        Bosnia and Herzegovina","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BWA-TBPD.A","        Botswana","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BRA-TBPD.A","        Brazil","","","","","","","","","6","7","8","11","15","17","20","25","25","22","20","22","25","25","35","40","35","30","35","33","36","41","45","55","61.542057377049","79.296397260274","86.389654794521","84.666002739726","86.413756830601","78.676449315068","82.74961369863","87.511646575342","87.788945355191","90.242350684932","91.713687671233","89.509326027397","96.803278688525","111.08219178082","107.30136986301",""
"INTL.58-1-VGB-TBPD.A","        British Virgin Islands","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BRN-TBPD.A","        Brunei","","","","","","","","","35","25","25","25","15","15","15","11","11","10","10","10","12","13","13","13","11","15","22","22","22","22","26","26","26","22","21.917808219178","20","24","20","22","12.73698630137","12.912568306011","13.164383561644","12.241095890411","11.504109589041","11.745901639344","12.498630136986","11.915068493151",""
"INTL.58-1-BGR-TBPD.A","        Bulgaria","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BFA-TBPD.A","        Burkina Faso","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-BDI-TBPD.A","        Burundi","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-KHM-TBPD.A","        Cambodia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CMR-TBPD.A","        Cameroon","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CAN-TBPD.A","        Canada","","","","","","","","","331","330","318","309","336","337","328","367","381","410","426","431","460","506","529.09589041096","580.52328767123","595.90163934426","636.07671232877","650.96438356164","653.22191780822","699.45628415301","709.238","698.18904109589","723.7397260274","658.37431693989","645.43001643836","685.20897534247","726.30145205479","677.02883606557","639.66926849315","596.90410958904","591.04109589041","610.65573770492","639.04109589041","665.50684931507","706.65753424658","787.4043715847","854.32876712329","905.83561643836",""
"INTL.58-1-CPV-TBPD.A","        Cape Verde","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CYM-TBPD.A","        Cayman Islands","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CAF-TBPD.A","        Central African Republic","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-TCD-TBPD.A","        Chad","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CHL-TBPD.A","        Chile","","","","","","","","","12","10","10","10","11","11","10","10","9.7","10","12","11","11","12","12","13","12","7","5.2","4.7","4.089","5.053","5.307","5.371","5","5.827397260274","5.4100410958904","3.8899726027397","4","4","8.8246575342466","8.3424657534247","5.8224043715847","3.972602739726","2.1616438356164","1","1","3","6",""
"INTL.58-1-CHN-TBPD.A","        China","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","3","3","4","3","3","5","5","5","5","5","5",""
"INTL.58-1-COL-TBPD.A","        Colombia","","","","","","","","","6","6","6","4","4","4","5","6","4","8","8","6","5.7","5","5","4.7","10","4.3","4.4","4.8","3.7","1.621","2","3.814","4","4","3.908098630137","2.5213150684932","2.236806010929","1.9639424657534","2","3","3","3","4","4","8","8","8",""
"INTL.58-1-COM-TBPD.A","        Comoros","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-COG-TBPD.A","        Congo-Brazzaville","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","12.838356164384","12.130109289617","11.605624657534","11.010882191781","8.9890739726027","7.7755491803279","7.5811534246575","6.0054794520548","7","7","7","6","8","11","9","8","7","7","8","7",""
"INTL.58-1-COD-TBPD.A","        Congo-Kinshasa","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-COK-TBPD.A","        Cook Islands","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CRI-TBPD.A","        Costa Rica","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CIV-TBPD.A","        Cote dIvoire","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-HRV-TBPD.A","        Croatia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","6","7","7","8.1","6","7.3","7.2","6.6","6.339","5.562","5.403","5.276","5","5","5","5","5","5","5","4.1616438356164","4","4","4","2","1","1","1",""
"INTL.58-1-CUB-TBPD.A","        Cuba","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2.7","2.5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CYP-TBPD.A","        Cyprus","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CZE-TBPD.A","        Czech Republic","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.062","0.1","","0.1","0.2","0.2","0.2","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DNK-TBPD.A","        Denmark","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DJI-TBPD.A","        Djibouti","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DMA-TBPD.A","        Dominica","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DOM-TBPD.A","        Dominican Republic","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ECU-TBPD.A","        Ecuador","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","3","4","3","3","4","3","4","4","3.3","2.8","2.5","2.3","2","2","1.9914547945205","1.7326136986301","1.5519617486339","1.3709780821918","1.2046438356164","1.175","1","1","1","1","1","1","1",""
"INTL.58-1-EGY-TBPD.A","        Egypt","","","","","","","","","17","17","20","25","25","27","24","25","35","45","40","45","14","18","18","19","21","23","24","30","35.11","38.735","35.57","36.978","34.749","66.4","49.98904109589","55.917808219178","60.174863387978","55.572602739726","60.421917808219","65.917808219178","66.327868852459","62.843835616438","63.167123287671","32.254794520548","29.581967213115","28.252054794521","29.504109589041",""
"INTL.58-1-SLV-TBPD.A","        El Salvador","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GNQ-TBPD.A","        Equatorial Guinea","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7486338797814","12.942465753425","20","23.158904109589","22.368715846995","24.037339726027","24.929643835616","20.5","21","21","18","18","17","17.504109589041","12",""
"INTL.58-1-ERI-TBPD.A","        Eritrea","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-EST-TBPD.A","        Estonia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ETH-TBPD.A","        Ethiopia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-FJI-TBPD.A","        Fiji","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-FIN-TBPD.A","        Finland","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","","0.08975","0.09","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","2","2","2","2","2","2","2","2","2","2","2","2","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.58-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","","285","300","315","330","340","350","440","430","450","425","425","420","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","","2","2","2","4","4","4","4","11","11","8","10","8","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-FRA-TBPD.A","        France","","","","","","","","","26","27","20","20","20","17","14","12","12","12","11","10","13","13","13","12","12","9.9","5.4","7.0021917808219","7","7","6.9917808219178","5.3","5","3","1","1","1","1","1","1","1","1","1","0.4","0.4","0.4","0.4",""
"INTL.58-1-GUF-TBPD.A","        French Guiana","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-PYF-TBPD.A","        French Polynesia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GAB-TBPD.A","        Gabon","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GMB-TBPD.A","        Gambia, The","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GEO-TBPD.A","        Georgia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DEU-TBPD.A","        Germany","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DDR-TBPD.A","        Germany, East","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-DEUW-TBPD.A","        Germany, West","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-GHA-TBPD.A","        Ghana","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GIB-TBPD.A","        Gibraltar","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GRC-TBPD.A","        Greece","","","","","","","","","0","0","1","2","2","2","2","2","2","2","2","1","0.8","0.7","0.9","0.6","1","0.8","0.6","0.6","0.9","0.8","0.9","0.484","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GRL-TBPD.A","        Greenland","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GRD-TBPD.A","        Grenada","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GUM-TBPD.A","        Guam","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-GTM-TBPD.A","        Guatemala","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
