Report generated on: 03-10-2020 00:03:12
"API","","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.55-1-HND-TBPD.A","        Honduras","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.02","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-HKG-TBPD.A","        Hong Kong","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.1","0.1","0.1","0.1",""
"INTL.55-1-HUN-TBPD.A","        Hungary","","","","","","","","","58","58","62","61","62","62","62","57","62","51","55","47","46","45","60.334246575342","58","60.325136612022","65.4","50","46.484931506849","46.569535519126","45.72404109589","38.350684931507","40.9","42.857923497268","37.267123287671","34.424312328767","27.564383561644","32.579234972678","30.41095890411","30.257123287671","26.566082191781","29.861371584699","31.632","26.012890410959","29.03","31.164333333333","31.203739726027","32.702369863014",""
"INTL.55-1-ISL-TBPD.A","        Iceland","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-IND-TBPD.A","        India","","","","","","","","","182","325","391","481","521","622","635","616","644","710","670","625","589","564","634.71232876712","750.45205479452","731.02459016393","759.62465753425","751.42191780822","742.6602739726","739.24153005464","745.39726027397","782.95342465753","785.32739726027","806.60915027322","783.55838082192","810.7159890411","808.23102739726","808.91253278689","794.4050109589","869.32124931507","904.46006027397","899.20681420765","895.51029315068","888.04502191781","882.91213424658","872.40163934426","873.47671232877","873.65753424658",""
"INTL.55-1-IDN-TBPD.A","        Indonesia","","","","","","","","","1647","1700","1419","1437","1487","1369","1420","1373","1372","1481","1539","1668","1579","1589","1590.2191780822","1578.6849315068","1627.4863387978","1604.8109589041","1605.3561643836","1559.0821917808","1518.38","1421.616","1329.0273972603","1232.9698630137","1168.6393442623","1084.1047232877","1021.0344931507","972.58433972603","1010.5710519126","990.51954794521","1003.6384410959","973.07192054795","943.73732786885","914.1605890411","895.313","847.44064383562","926.93321857924","878.68493150685","894.90684931507",""
"INTL.55-1-IRN-TBPD.A","        Iran","","","","","","","","","1671","1389","2223","2448","2184","2260","2050","2318","2260","2837","3123","3362","3479","3595","3673.0547945205","3703.2191780822","3745.7103825137","3734.1780821918","3708.7671232877","3632.1643835616","3771.3","3803.701369863","3530.501369863","3837.7949726027","4106.4344262295","4240.2876712329","4150.397260274","4035.5506849315","4176.1448087432","4173.1603150685","4248.4845835616","4219.414","3523.297726776","3197.884739726","3383.5991917808","3488.4112739726","4367.4623551913","4697.6320684932","4446.812890411",""
"INTL.55-1-IRQ-TBPD.A","        Iraq","","","","","","","","","2522","1005","1017","1010","1214","1443","1700","2089","2705","2951","2070","305","425","527","572.53424657534","585","598.54371584699","1175.0575342466","2165.0410958904","2522.8767123288","2585.6830601093","2410","2043","1320.7870136986","2026.4699453552","1892.6575342466","2013.602739726","2099.738490411","2388.6803989071","2403.4420958904","2411.5682082192","2637.6849315068","2995.3333333333","3066.3835616438","3380.0410958904","4055.0410958904","4458.5163934426","4470.6849315068","4630.695890411",""
"INTL.55-1-IRL-TBPD.A","        Ireland","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.04","0","0","0","1.452","0.582","0.642","0.536","0.576","0.561","0.579","0.649","0.649",""
"INTL.55-1-ISR-TBPD.A","        Israel","","","","","","","","","35","36","1","1","1","1","1","0.3","0.4","0.3","0.2","0.2","0.2","0.2","0.1","0.1","0.2","0.3","0.2","0.2","0.08","0.08","0.1","0.06","0.075","0.1","0.1","0.1","0.1","0.1","0.1","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39",""
"INTL.55-1-ITA-TBPD.A","        Italy","","","","","","","","","39","38","36","46","46","47","52","69","92","84","89","82","86","86","89.146575342466","96.682191780822","104.99836065574","114.28904109589","109.55342465753","85.769863013699","95.5","82.46","89.461643835616","101.14931506849","112.16666666667","124.60821917808","124.34246575342","126.3698630137","119.96174863388","102.27671232877","125.28247945205","116.19408219178","114.62921311475","144.02334246575","140.33167123288","143.29295890411","107.70286338798","104.10102739726","117.09828767123",""
"INTL.55-1-JAM-TBPD.A","        Jamaica","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","2.6","1.97","2.2","5.2","4.852","6.423","6.9","0","0","0","0","0","0","1.628","1.628","1.628",""
"INTL.55-1-JPN-TBPD.A","        Japan","","","","","","","","","11","8","11","12","10","15","15","14","14","13","14","18","20","19","17.612328767123","17.8","18.387431693989","17.323561643836","17.4","16.317808219178","18","17.334246575342","15.484931506849","16","17","18.580821917808","19.101","19.906849315068","20.571038251366","19.642465753425","18.905109589041","18.108931506849","17.37643715847","17.284753424658","16.350684931507","15.540575342466","12.215032786885","15.056726027397","11.144397260274",""
"INTL.55-1-JOR-TBPD.A","        Jordan","","","","","","","","","0","0","0","0","0","0","1","0.5","0.5","0.2","0.3","0.3","0.05","0.031","0","0","0","0","0","0","0.04","0.04","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.018","0.022","0.022","0.022","0.022","0.022","0.022","0.022",""
"INTL.55-1-KAZ-TBPD.A","        Kazakhstan","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","444","408","414.90410958904","414.03561643836","456.62841530055","520.97808219178","526.05753424658","603.70410958904","725","834.86301369863","964.19178082192","1058.7096356164","1241.2486404372","1333.2847643836","1383.3339068493","1440.3898164384","1425.4208169399","1535.6509589041","1605.198660274","1634.9506849315","1602.4754098361","1654.8712328767","1715.9342465753","1748.2904109589","1695.1994535519","1876.8164383562","1956.2273972603",""
"INTL.55-1-KEN-TBPD.A","        Kenya","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.517","0.517","0.689","0.862","0.862","0.862","0.862","0.862",""
"INTL.55-1-KIR-TBPD.A","        Kiribati","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.159","0","0","0",""
"none","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.55-1-KWT-TBPD.A","        Kuwait","","","","","","","","","1751","1185","863","1119","1224","1077","1494","1680","1592","1888","1240","190","1092","1905","2110.1397260274","2152.4109589041","2146.693989071","2116.2684931507","2200.3424657534","2012.7178082192","2193.5","2117.015","2019.1602739726","2259.746","2505.6967213115","2659.1780821918","2665.3424657534","2603.5066493151","2728.5819098361","2496.5079972603","2450.4506547945","2681.9753424658","2786.9453551913","2802","2794.0547945205","2883.6712328767","2994.825136612","2827.8767123288","2912.7808219178",""
"INTL.55-1-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.3","2","1.6161643835616","2","2","1.8","1.7","1.6084931506849","2","2","1.52","1.38","1.4","2","2","1","1","1","1","1","1","1","1","1","1","1","1",""
"INTL.55-1-LAO-TBPD.A","        Laos","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-LVA-TBPD.A","        Latvia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.3","0.3","0.5","0.9","1.2","1.186","1.229","1.9","1.429","1.581","1.439","1.059","1.369","1.369",""
"INTL.55-1-LBN-TBPD.A","        Lebanon","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-LSO-TBPD.A","        Lesotho","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-LBR-TBPD.A","        Liberia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-LBY-TBPD.A","        Libya","","","","","","","","","1827","1175","1190","1135","1124","1085","1064","1002","1205","1185","1410","1523","1473","1402","1418.5890410959","1430","1449.8469945355","1505.9178082192","1450.1780821918","1378.9589041096","1470.0273224044","1428.5479452055","1383.5205479452","1485.5205479452","1583.218579235","1739.9178082192","1864.6438356164","1930.5479452055","1942.8333333333","1836.1095890411","1850","522.35616438356","1548.9344262295","1044.5068493151","576.91780821918","513.97260273973","500.68579234973","932.06849315068","1074.9589041096",""
"INTL.55-1-LTU-TBPD.A","        Lithuania","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","1.6","2.9","3.2","3.0079234972678","3.8342465753425","5.4747945205479","4.6512328767123","5.984","9.555","8.84","7.758","6.248","4.586","4.173","3.887","4.7","4.4","4.573","4.009","4.586","4.749","4.609","4.671","5.1","4.074","4.074",""
"INTL.55-1-LUX-TBPD.A","        Luxembourg","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MAC-TBPD.A","        Macau","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MDG-TBPD.A","        Madagascar","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MWI-TBPD.A","        Malawi","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.327","0.345","0.345","0.345","0.345","0.431","0.517","0.2","0.2",""
"INTL.55-1-MYS-TBPD.A","        Malaysia","","","","","","","","","283","264","306","365","450","450","513","508","551","596","631","658","666","660","673.98630136986","714.49315068493","727.02732240437","761.80273972603","820.10136986301","788.0301369863","755.70491803279","732.16438356164","773.46","817.857","792.47540983607","778.44383561644","735.80821917808","740.36019178082","744.16948087432","705.96010958904","719.4492739726","655.42904109589","661.23010928962","631.79452054795","662.97534246575","712.17808219178","748.93442622951","733.91506849315","736.28219178082",""
"INTL.55-1-MDV-TBPD.A","        Maldives","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MLI-TBPD.A","        Mali","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MLT-TBPD.A","        Malta","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0.04","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MTQ-TBPD.A","        Martinique","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MRT-TBPD.A","        Mauritania","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.619178082192","14.991780821918","12.833333333333","11.245219178082","8.2322328767123","7.7376410958904","6.5770765027322","6.7504109589041","6.0030054794521","5.2465753424658","4.8360655737705","2","0",""
"INTL.55-1-MUS-TBPD.A","        Mauritius","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0.517","0.517",""
"INTL.55-1-MEX-TBPD.A","        Mexico","","","","","","","","","2129","2554","3003","2954","3037","3016","2787","2886","2882","2904","2981","3137","3123","3132","3146.3561643836","3064.1095890411","3278.306010929","3410.3452054795","3494.602739726","3345.0739726027","3449.9338797814","3560.0341917808","3585.2016438356","3788.7854794521","3824.9838797814","3759.9482191781","3683.0087671233","3471.4254794521","3156.9385245902","2971.5873835616","2953.5416438356","2934.5870739726","2910.606557377","2882.4315068493","2788.7739726027","2592.0219178082","2459.1338797814","2230.0794520548","2063.9780821918",""
"INTL.55-1-MDA-TBPD.A","        Moldova","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MNG-TBPD.A","        Mongolia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.179","0.202","0.381","0.501","0.589","0.55","1.032","2.329","3.208","5.123","5.976","6.983295890411","9.9345081967213","14.051495890411","20.288024657534","23.17655890411","23.426229508197","20","20",""
"INTL.55-1-MNE-TBPD.A","        Montenegro","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MSR-TBPD.A","        Montserrat","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MAR-TBPD.A","        Morocco","","","","","","","","","1","1","1","1","1","1","0.5","0.4","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.3","5.3","5","5.1","5.2","5.3","5.4","5.26","5.2","5.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.16","0.16",""
"INTL.55-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.161","0.281","0.282","0.282",""
"INTL.55-1-MMR-TBPD.A","        Myanmar","","","","","","","","","30","27","30","30","32","30","24","17","14","16","14","16","15","14","14.042465753425","9.9","8.2","9.2","11.2","9.7","12.256","10.171","15.2","15.17","20.15","20.187","23.2","21.361643835616","21.55293442623","18.284931506849","20.528767123288","20.2","20.2","20.2","19.775342465753","15.2","15.2","12.2","11.2",""
"INTL.55-1-NAM-TBPD.A","        Namibia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NRU-TBPD.A","        Nauru","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NPL-TBPD.A","        Nepal","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NLD-TBPD.A","        Netherlands","","","","","","","","","31","33","45","62","70","87","104","98","88","77","84","84","67","67","103.22739726027","86.972602739726","81.237704918033","76.742465753425","79.07397260274","59.084931506849","54.58","46.202739726027","65.147945205479","64.947945205479","61.23825136612","49.842465753425","41.973287671233","67.057534246575","52.491803278689","46.254794520548","44.691589041096","51.455726027397","67.400267759563","63.706465753425","75.280520547945","72.719109589041","57.786431693989","58.742123287671","41.043493150685",""
"INTL.55-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NZL-TBPD.A","        New Zealand","","","","","","","","","8","11","16","17","19","23","41","42","50","54","56","56","55","58","54.775342465753","45.328767123288","44.521857923497","65.552054794521","54.517808219178","49.958904109589","45","41.164383561644","38.23904109589","28.991780821918","25.017486338798","24.978082191781","23.084931506849","45.072054794521","62.87693989071","58.763835616438","58.059863013699","49.864506849315","45.991633879781","39.538753424658","46.933698630137","47.647931506849","41.126775956284","37.884931506849","30.898630136986",""
"INTL.55-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","1","0.138","0.086","0.258","0.172","0.103","0","0.172","0.172","0.172",""
"INTL.55-1-NER-TBPD.A","        Niger","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7123287671233","20","20","20","14","13","11","9",""
"INTL.55-1-NGA-TBPD.A","        Nigeria","","","","","","","","","2055","1433","1295","1241","1388","1495","1467","1341","1450","1716","1810","1892","1943","1960","1930.9232876712","1992.7534246575","2000.5983606557","2132.5369863014","2153.4575342466","2129.8630136986","2165","2256.1561643836","2117.8630136986","2275.0003972603","2328.962","2627.4383561644","2439.8630136986","2349.6438356164","2165.4398907104","2208.3112876712","2458.0273972603","2523.7506849315","2507.1092896175","2357.3178082192","2402.1780821918","2231.0684931507","1934.349726776","2010.895890411","1984.6493150685",""
"INTL.55-1-NIU-TBPD.A","        Niue","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-PRK-TBPD.A","        North Korea","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MKD-TBPD.A","        North Macedonia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.01","0.01","0.04","0.1","0.11","0.1","0.14","0.23","0.24","0.236","0.236",""
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.55-1-NOR-TBPD.A","        Norway","","","","","","","","","528","512","532","661","753","824","908","1053","1196","1567","1716","1955","2217","2377","2692.7260273973","2902.7780821918","3232.5710382514","3280.6904109589","3138.5780821918","3139.6301369863","3345.681","3414.573","3333.891","3264.032","3188.656","2968.5745205479","2776.8863013699","2555.7306849315","2457.7021857923","2344.3561643836","2137.8338767123","2042.5871232877","1918.1690163934","1838.4642465753","1888.9187671233","1948.0691780822","1994.2885245902","1969.302739726","1852.0397260274",""
"INTL.55-1-OMN-TBPD.A","        Oman","","","","","","","","","284","321","326","377","417","502","564","588","623","651","695","708","746","781","816.24657534247","861.28767123288","893.38797814208","909.98356164384","905.83561643836","916.09589041096","974","917","901.72328767123","825.3","756.45901639344","782.30232876712","745.65064383562","716.41771232877","762.74243442623","817.75676164384","869.47993424658","890.51291232877","923.39930874317","944.75337808219","950.47964109589","988.15373972603","1011.2148852459","978.35616438356","986.54246575342",""
"INTL.55-1-PAK-TBPD.A","        Pakistan","","","","","","","","","10","10","12","13","17","35","42","42","45","48","62","64","64","63","57.739726027397","62","58","60","58.312328767123","57.335616438356","58.020765027322","64.605","69.035","64.926","67","68.625887671233","69.465512328767","75.130263013699","68.637579234973","66.689380821918","69.158101369863","70.172","75.172","85.172","98.172","94.385698630137","89.674732240437","93.892547945205","93.744602739726",""
"INTL.55-1-PSE-TBPD.A","        Palestinian Territories","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-PAN-TBPD.A","        Panama","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.305","0.685","0.262","0.446","0.446","0.446",""
"INTL.55-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.2","53","126","109.75616438356","100.05753424658","103.3606557377","80.098630136986","79.06301369863","96.657534246575","70.062","67.5","55.153424657534","50.493150684932","45.579234972678","40.281369863014","48.495890410959","38.46301369863","41.355191256831","39.547945205479","30.794520547945","29.161643835616","27.330601092896","22.961643835616","49.6","57.501369863014","55.991803278689","50.490410958904","44.572602739726",""
"INTL.55-1-PRY-TBPD.A","        Paraguay","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0.02","0.02","0.02","0.1","0.6","0.8","1.1","1.7","2.2","2.45","2.639","2.945","3.313","3.571","3.981","4.767","4.178","7.386",""
"INTL.55-1-PER-TBPD.A","        Peru","","","","","","","","","198","197","199","172","185","191","179","165","142","130","130","116","117","127","128.91780821918","130.62191780822","120.83606557377","119.41095890411","116.47671232877","107.05479452055","99.488","97.056","97.065","92.55","94.42025136612","111.59469589041","115.98115342466","114.76906849315","120.72847814208","146.47950684932","157.64080273973","154.45691780822","156.01595628415","170.7035369863","175.44536986301","152.3910630137","138.39556010929","137.35194520548","137.71175342466",""
"INTL.55-1-PHL-TBPD.A","        Philippines","","","","","","","","","15","2","8","13","12","9","8","6","6","5","4.7","3","8","9.1","6.1139726027397","3.3616438356164","2","1","0.8","0.9","1.144","8.4602739726027","9.852","13.781","25","25.2","25.4","25.222304109589","25.661494535519","37.5","35.312","36.359","32.981","38.907","42.936","30.530287671233","27.843","22.848","21.182246575342",""
"INTL.55-1-POL-TBPD.A","        Poland","","","","","","","","","8","8","5.5","5","5","5","5","4","4","3.3","2.2","3.1","3.2","5","5","4.6","5","6","7.4","11","14.418032786885","16.561643835616","16.32602739726","16.128767123288","27.653005464481","31.098630136986","33.4","27.580821917808","28.079234972678","25.345205479452","30.299589041096","29.028671232877","35.706639344262","46.321657534247","47.428534246575","47.064438356164","44.325825136612","44.197287671233","53.712767123288",""
"INTL.55-1-PRT-TBPD.A","        Portugal","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","1.6","2.2493150684932","3.7540983606557","1","6.26","8.23","6","7.04","7.63","7.11","7.6","6.897","6.897",""
"INTL.55-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-QAT-TBPD.A","        Qatar","","","","","","","","","482","429","360","320","422","331","330","317","376","404","446","445","478","468","464.87671232877","496.68767123288","560.4781420765","619.86301369863","780.60273972603","775.85205479452","874.72416939891","879.58902739726","869.1095890411","1007.6712328767","1151.3934590164","1242.5616438356","1276.4931506849","1344.2054794521","1451.9012459016","1562.8260082192","1770.1200767123","1905","1993.0928961749","2044","2041.4246575342","2005.3835616438","1978.3879781421","1963.9178082192","1930.8767123288",""
"INTL.55-1-REU-TBPD.A","        Reunion","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-ROU-TBPD.A","        Romania","","","","","","","","","252","255","256","255","252","235","236","230","206","193","171","148","143","137","141.61643835616","141","142","140.4","138.34383561644","132.21095890411","128.41803278689","131.214","130.706","123.961","121.24863387978","112.30684931507","103.66029041096","102.73427123288","104.42960655738","100.17690410959","95.145863013699","95.174139726027","91.299986338798","93.988624657534","92.810671232877","90.497794520548","84.057836065574","78.332726027397","75.677931506849",""
"INTL.55-1-RUS-TBPD.A","        Russia","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","7862","6950","6335.0849315068","6175.2219178082","6034.8743169399","6115.0849315068","6073.8821917808","6309.9835616438","6711.4970819672","7154.038","7654.1565616438","8522.0705753425","9261.0136612022","9500.2191780822","9718.7643835616","9922.8031753425","9856.6196721311","10034.055342466","10278.381575342","10394.48309589","10579.857688525","10748.231547945","10836.168068493","11019.358986301","11229.985196721","11190.168780822","11368.637273973",""
"INTL.55-1-RWA-TBPD.A","        Rwanda","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-WSM-TBPD.A","        Samoa","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-SAU-TBPD.A","        Saudi Arabia","","","","","","","","","10269","10248","6913","5416","5018","3763","5255","4683","5585","5567","7030","8795","9045","8902","9105.9780821918","9236.6904109589","9235.4699453552","9399.1945205479","9468.8767123288","8903.3753424658","9471.7991803279","9152.095890411","8809.395890411","10075","10790.819672131","11490.136986301","11092.328767123","10741.506849315","11422.256434426","10310.112446575","10900","11458.356164384","11832.322404372","11693.150684932","11615.342465753","12063.698630137","12379.071038251","12081.230136986","12395",""
"INTL.55-1-SEN-TBPD.A","        Senegal","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
